64-0:0:ce7,193.247.172.126,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,2,[64-2:0:9 2>6 64-0:0:22f 19>9 64-0:0:ce7],9.67,6.93,6.98,9.49,7.52
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,2,[64-2:0:9 1>5 64-0:0:22f 17>1 64-0:0:ce7],5.53,4.45,4.83,6.56,5.43
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,ERROR,2,[64-2:0:9 2>6 64-0:0:22f 17>1 64-0:0:ce7],4.78,3.95,TIMEOUT,5.39,3.17
64-0:0:ce7,193.247.172.126,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,2,[64-2:0:9 1>5 64-0:0:22f 19>9 64-0:0:ce7],8.96,7.92,7.97,10.23,8.14
64-0:0:ce7,193.247.170.90,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 1>5 64-0:0:22f 16>10 64-0:0:1a4a 8>10 64-0:0:ce7],8.83,7.64,6.95,10.1,7.92
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 1>5 64-0:0:22f 22>9 64-0:0:3d07 12>20 64-0:0:ce7],5.4,3.81,4.15,6.46,5.28
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 2>6 64-0:0:22f 35>20003 64-0:0:303e 7>22 64-0:0:ce7],14.72,13.78,13.86,15.71,13.86
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 1>5 64-0:0:22f 21>8 64-0:0:3d07 5>19 64-0:0:ce7],5.24,3.5,3.92,6.26,5.03
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 1>5 64-0:0:22f 26>4 64-0:0:303e 7>22 64-0:0:ce7],11.95,11.77,11.15,14.56,11.5
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 2>6 64-0:0:22f 31>31 64-2:0:13 18>4 64-0:0:ce7],4.84,3.54,4.47,5.1,4.11
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 2>6 64-0:0:22f 4>15 64-2:0:13 18>4 64-0:0:ce7],4.68,3.26,4.17,4.9,4.3
64-0:0:ce7,193.247.170.90,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 1>5 64-0:0:22f 15>9 64-0:0:1a4a 8>10 64-0:0:ce7],7.65,7.12,7.13,9.53,7.54
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 1>5 64-0:0:22f 21>8 64-0:0:3d07 12>20 64-0:0:ce7],5.06,3.24,4.05,6.07,4.75
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 2>6 64-0:0:22f 36>20004 64-0:0:303e 7>22 64-0:0:ce7],13.63,13.25,14.13,15.22,13.38
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 1>5 64-0:0:22f 25>3 64-0:0:303e 7>22 64-0:0:ce7],11.56,11.5,12.16,14.15,12.21
64-0:0:ce7,193.247.170.90,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 2>6 64-0:0:22f 15>9 64-0:0:1a4a 8>10 64-0:0:ce7],8.81,7.87,8.25,9.59,7.8
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 2>6 64-0:0:22f 21>8 64-0:0:3d07 12>20 64-0:0:ce7],4.42,3.12,4.41,4.5,3.93
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 2>6 64-0:0:22f 25>3 64-0:0:303e 7>22 64-0:0:ce7],12.26,11.76,11.95,13.07,11.71
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 1>5 64-0:0:22f 20>16 64-2:0:13 7>2 64-0:0:ce7],4.79,3.11,3.2,5.53,4.31
64-0:0:ce7,193.247.170.170,2024-09-30T11:56:51.229Z,TRACE,SUCCESS,3,[64-2:0:9 2>6 64-0:0:22f 20>16 64-2:0:13 7>2 64-0:0:ce7],4.39,3.39,4.06,4.37,3.73
64-0:0:32e6,82.197.165.66,2024-09-30T11:56:52.714Z,TRACE,SUCCESS,2,[64-2:0:9 1>5 64-0:0:22f 23>4 64-0:0:32e6],5.51,5.77,4.71,6.05,5.29
64-0:0:32e6,82.197.165.66,2024-09-30T11:56:52.714Z,TRACE,SUCCESS,2,[64-2:0:9 2>6 64-0:0:22f 23>4 64-0:0:32e6],4.36,4.45,5.51,4.97,5.24
64-2:0:4,193.247.170.86,2024-09-30T11:56:53.412Z,TRACE,SUCCESS,3,[64-2:0:9 2>6 64-0:0:22f 17>1 64-0:0:ce7 91>2 64-2:0:4],8.59,8.59,8.84,15.39,8.53
64-2:0:4,193.247.170.86,2024-09-30T11:56:53.412Z,TRACE,SUCCESS,3,[64-2:0:9 1>5 64-0:0:22f 17>1 64-0:0:ce7 91>2 64-2:0:4],8.74,8.22,8.54,8.87,8.36
